DateTime,사용자,세션,신규방문자,페이지뷰
2019-02-28 13:00:00,8,9,0,65
2019-02-28 14:00:00,10,8,4,47
2019-02-28 15:00:00,14,14,5,45
2019-02-28 16:00:00,13,11,3,50
2019-02-28 17:00:00,10,9,1,37
2019-02-28 18:00:00,17,16,8,71
2019-02-28 19:00:00,12,13,2,74
2019-02-28 20:00:00,12,10,7,69
2019-02-28 21:00:00,6,7,2,54
2019-02-28 22:00:00,9,9,2,53
2019-02-28 23:00:00,9,9,5,16
2019-03-01 00:00:00,7,7,3,17
2019-03-01 01:00:00,5,11,2,191
2019-03-01 02:00:00,3,3,1,28
2019-03-01 03:00:00,3,3,1,16
2019-03-01 04:00:00,2,2,2,2
2019-03-01 05:00:00,0,0,0,0
2019-03-01 06:00:00,1,1,0,1
2019-03-01 07:00:00,4,4,2,31
2019-03-01 08:00:00,1,1,0,2
2019-03-01 09:00:00,5,5,2,26
2019-03-01 10:00:00,6,8,2,41
2019-03-01 11:00:00,2,2,0,23
2019-03-01 12:00:00,4,3,1,24
2019-03-01 13:00:00,7,8,2,33
2019-03-01 14:00:00,16,16,4,64
2019-03-01 15:00:00,13,10,2,47
2019-03-01 16:00:00,10,9,0,49
2019-03-01 17:00:00,6,6,3,44
2019-03-01 18:00:00,5,5,1,14
2019-03-01 19:00:00,4,4,1,11
2019-03-01 20:00:00,12,11,4,61
2019-03-01 21:00:00,8,8,1,65
2019-03-01 22:00:00,7,7,3,50
2019-03-01 23:00:00,7,7,2,42
2019-03-02 00:00:00,7,7,4,50
2019-03-02 01:00:00,1,1,1,5
2019-03-02 02:00:00,1,1,1,2
2019-03-02 03:00:00,3,4,2,31
2019-03-02 04:00:00,0,0,0,0
2019-03-02 05:00:00,0,0,0,0
2019-03-02 06:00:00,0,0,0,0
2019-03-02 07:00:00,1,1,1,6
2019-03-02 08:00:00,2,2,0,2
2019-03-02 09:00:00,6,6,2,20
2019-03-02 10:00:00,2,3,0,20
2019-03-02 11:00:00,3,3,1,8
2019-03-02 12:00:00,2,2,0,5
2019-03-02 13:00:00,10,11,2,77
2019-03-02 14:00:00,5,5,1,19
2019-03-02 15:00:00,9,9,1,26
2019-03-02 16:00:00,9,9,3,76
2019-03-02 17:00:00,6,6,0,23
2019-03-02 18:00:00,5,5,0,26
2019-03-02 19:00:00,8,8,4,61
2019-03-02 20:00:00,8,9,2,52
2019-03-02 21:00:00,8,9,2,61
2019-03-02 22:00:00,4,7,1,43
2019-03-02 23:00:00,5,9,3,66
2019-03-03 00:00:00,4,4,1,25
2019-03-03 01:00:00,2,0,0,499
2019-03-03 02:00:00,1,1,1,1
2019-03-03 03:00:00,1,1,0,240
2019-03-03 04:00:00,1,0,0,260
2019-03-03 05:00:00,0,0,0,0
2019-03-03 06:00:00,0,0,0,0
2019-03-03 07:00:00,0,0,0,0
2019-03-03 08:00:00,3,3,0,15
2019-03-03 09:00:00,2,2,0,7
2019-03-03 10:00:00,0,0,0,0
2019-03-03 11:00:00,2,2,0,2
2019-03-03 12:00:00,7,7,5,40
2019-03-03 13:00:00,12,10,6,74
2019-03-03 14:00:00,5,5,2,9
2019-03-03 15:00:00,6,5,2,17
2019-03-03 16:00:00,10,10,1,530
2019-03-03 17:00:00,11,10,2,51
2019-03-03 18:00:00,9,9,4,40
2019-03-03 19:00:00,2,2,0,7
2019-03-03 20:00:00,7,8,2,37
2019-03-03 21:00:00,9,10,2,78
2019-03-03 22:00:00,12,13,1,60
2019-03-03 23:00:00,10,9,2,40
2019-03-04 00:00:00,5,6,2,39
2019-03-04 01:00:00,3,3,0,33
2019-03-04 02:00:00,1,1,0,3
2019-03-04 03:00:00,2,1,0,19
2019-03-04 04:00:00,1,1,0,3
2019-03-04 05:00:00,1,1,1,1
2019-03-04 06:00:00,0,0,0,0
2019-03-04 07:00:00,3,3,0,18
2019-03-04 08:00:00,5,5,1,21
2019-03-04 09:00:00,15,16,5,112
2019-03-04 10:00:00,17,14,4,119
2019-03-04 11:00:00,24,23,10,655
2019-03-04 12:00:00,15,16,4,117
2019-03-04 13:00:00,14,15,5,72
2019-03-04 14:00:00,18,19,9,79
2019-03-04 15:00:00,22,26,4,158
2019-03-04 16:00:00,20,19,4,144
2019-03-04 17:00:00,24,24,8,179
2019-03-04 18:00:00,17,16,3,130
2019-03-04 19:00:00,7,7,5,33
2019-03-04 20:00:00,11,10,3,78
2019-03-04 21:00:00,11,13,1,77
2019-03-04 22:00:00,9,9,2,40
2019-03-04 23:00:00,7,5,2,23
2019-03-05 00:00:00,6,7,2,104
2019-03-05 01:00:00,6,6,2,32
2019-03-05 02:00:00,1,1,0,1
2019-03-05 03:00:00,1,1,0,9
2019-03-05 04:00:00,0,0,0,0
2019-03-05 05:00:00,2,2,1,5
2019-03-05 06:00:00,0,0,0,0
2019-03-05 07:00:00,3,3,0,12
2019-03-05 08:00:00,2,2,0,3
2019-03-05 09:00:00,10,10,3,35
2019-03-05 10:00:00,12,14,4,102
2019-03-05 11:00:00,10,12,4,45
2019-03-05 12:00:00,11,12,6,66
2019-03-05 13:00:00,15,15,8,75
2019-03-05 14:00:00,13,13,4,103
2019-03-05 15:00:00,17,17,6,90
2019-03-05 16:00:00,9,7,1,53
2019-03-05 17:00:00,15,19,5,107
2019-03-05 18:00:00,7,4,3,31
2019-03-05 19:00:00,17,19,6,104
2019-03-05 20:00:00,22,20,8,92
2019-03-05 21:00:00,6,7,4,53
2019-03-05 22:00:00,8,7,3,34
2019-03-05 23:00:00,9,10,4,98
2019-03-06 00:00:00,7,9,1,34
2019-03-06 01:00:00,4,4,2,17
2019-03-06 02:00:00,0,0,0,0
2019-03-06 03:00:00,1,1,0,16
2019-03-06 04:00:00,2,2,1,6
2019-03-06 05:00:00,1,1,0,1
2019-03-06 06:00:00,1,1,1,7
2019-03-06 07:00:00,2,2,1,2
2019-03-06 08:00:00,7,7,4,11
2019-03-06 09:00:00,14,15,6,89
2019-03-06 10:00:00,15,15,7,50
2019-03-06 11:00:00,13,16,4,119
2019-03-06 12:00:00,4,4,1,20
2019-03-06 13:00:00,19,19,12,69
2019-03-06 14:00:00,17,20,10,154
2019-03-06 15:00:00,20,20,8,143
2019-03-06 16:00:00,21,23,8,177
2019-03-06 17:00:00,32,29,16,146
2019-03-06 18:00:00,35,37,20,89
2019-03-06 19:00:00,39,41,19,194
2019-03-06 20:00:00,29,30,21,158
2019-03-06 21:00:00,26,29,13,124
2019-03-06 22:00:00,24,24,10,68
2019-03-06 23:00:00,25,26,15,115
2019-03-07 00:00:00,9,9,5,32
2019-03-07 01:00:00,6,6,3,19
2019-03-07 02:00:00,4,4,3,6
2019-03-07 03:00:00,3,3,2,15
2019-03-07 04:00:00,3,3,2,13
2019-03-07 05:00:00,0,0,0,0
2019-03-07 06:00:00,8,8,3,21
2019-03-07 07:00:00,8,8,4,32
2019-03-07 08:00:00,13,12,5,33
2019-03-07 09:00:00,28,28,12,94
2019-03-07 10:00:00,21,34,8,228
2019-03-07 11:00:00,24,26,14,173
2019-03-07 12:00:00,17,16,4,58
2019-03-07 13:00:00,19,19,5,75
2019-03-07 14:00:00,22,28,10,156
2019-03-07 15:00:00,28,28,9,246
2019-03-07 16:00:00,26,33,14,319
2019-03-07 17:00:00,27,23,7,174
2019-03-07 18:00:00,16,19,8,96
2019-03-07 19:00:00,16,19,5,64
2019-03-07 20:00:00,12,10,1,74
2019-03-07 21:00:00,9,9,4,44
2019-03-07 22:00:00,12,13,5,83
2019-03-07 23:00:00,13,12,5,74
2019-03-08 00:00:00,5,5,3,13
2019-03-08 01:00:00,3,4,1,11
2019-03-08 02:00:00,3,3,2,4
2019-03-08 03:00:00,2,5,1,26
2019-03-08 04:00:00,1,1,0,3
2019-03-08 05:00:00,0,0,0,0
2019-03-08 06:00:00,6,7,3,17
2019-03-08 07:00:00,7,7,3,13
2019-03-08 08:00:00,1,2,1,9
2019-03-08 09:00:00,15,15,7,105
2019-03-08 10:00:00,17,17,5,63
2019-03-08 11:00:00,23,25,9,153
2019-03-08 12:00:00,12,11,7,96
2019-03-08 13:00:00,13,13,6,45
2019-03-08 14:00:00,14,13,6,124
2019-03-08 15:00:00,18,18,4,85
2019-03-08 16:00:00,21,33,5,206
2019-03-08 17:00:00,18,17,5,91
2019-03-08 18:00:00,11,8,3,38
2019-03-08 19:00:00,7,7,2,80
2019-03-08 20:00:00,14,11,5,72
2019-03-08 21:00:00,14,16,5,77
2019-03-08 22:00:00,8,7,3,20
2019-03-08 23:00:00,8,8,6,31
2019-03-09 00:00:00,8,8,6,27
2019-03-09 01:00:00,1,1,0,2
2019-03-09 02:00:00,1,1,0,72
2019-03-09 03:00:00,1,0,0,1
2019-03-09 04:00:00,0,0,0,0
2019-03-09 05:00:00,1,2,1,10
2019-03-09 06:00:00,2,3,1,44
2019-03-09 07:00:00,4,7,3,27
2019-03-09 08:00:00,1,1,0,1
2019-03-09 09:00:00,7,8,4,37
2019-03-09 10:00:00,23,25,14,125
2019-03-09 11:00:00,15,14,6,35
2019-03-09 12:00:00,24,34,14,202
2019-03-09 13:00:00,19,18,3,97
2019-03-09 14:00:00,19,18,6,76
2019-03-09 15:00:00,13,14,7,129
2019-03-09 16:00:00,15,16,6,47
2019-03-09 17:00:00,17,15,7,45
2019-03-09 18:00:00,3,4,0,27
2019-03-09 19:00:00,8,7,4,27
2019-03-09 20:00:00,3,4,2,15
2019-03-09 21:00:00,4,5,2,19
2019-03-09 22:00:00,11,13,3,57
2019-03-09 23:00:00,9,8,0,147
2019-03-10 00:00:00,7,7,0,31
2019-03-10 01:00:00,3,3,0,8
2019-03-10 02:00:00,4,4,1,5
2019-03-10 03:00:00,0,0,0,0
2019-03-10 04:00:00,0,0,0,0
2019-03-10 05:00:00,0,0,0,0
2019-03-10 06:00:00,0,0,0,0
2019-03-10 07:00:00,1,1,0,6
2019-03-10 08:00:00,0,0,0,0
2019-03-10 09:00:00,6,6,2,27
2019-03-10 10:00:00,5,5,0,20
2019-03-10 11:00:00,3,3,0,5
2019-03-10 12:00:00,10,12,1,75
2019-03-10 13:00:00,9,8,1,66
2019-03-10 14:00:00,14,15,5,85
2019-03-10 15:00:00,10,10,1,50
2019-03-10 16:00:00,8,9,5,71
2019-03-10 17:00:00,8,9,2,61
2019-03-10 18:00:00,6,5,1,27
2019-03-10 19:00:00,7,7,1,32
2019-03-10 20:00:00,9,8,1,17
2019-03-10 21:00:00,7,9,4,33
2019-03-10 22:00:00,14,13,4,56
2019-03-10 23:00:00,10,8,2,57
2019-03-11 00:00:00,5,5,1,8
2019-03-11 01:00:00,6,6,0,23
2019-03-11 02:00:00,6,5,2,15
2019-03-11 03:00:00,2,1,1,12
2019-03-11 04:00:00,0,0,0,0
2019-03-11 05:00:00,0,0,0,0
2019-03-11 06:00:00,0,0,0,0
2019-03-11 07:00:00,4,4,0,13
2019-03-11 08:00:00,7,7,1,28
2019-03-11 09:00:00,10,12,3,88
2019-03-11 10:00:00,17,18,6,114
2019-03-11 11:00:00,27,27,13,81
2019-03-11 12:00:00,7,8,1,37
2019-03-11 13:00:00,11,13,1,74
2019-03-11 14:00:00,15,17,3,88
2019-03-11 15:00:00,15,15,4,117
2019-03-11 16:00:00,23,24,6,121
2019-03-11 17:00:00,18,18,6,107
2019-03-11 18:00:00,18,18,4,111
2019-03-11 19:00:00,17,17,5,98
2019-03-11 20:00:00,18,14,7,121
2019-03-11 21:00:00,20,20,6,79
2019-03-11 22:00:00,17,15,5,51
2019-03-11 23:00:00,14,14,2,59
2019-03-12 00:00:00,12,12,3,33
2019-03-12 01:00:00,5,5,2,37
2019-03-12 02:00:00,2,2,0,5
2019-03-12 03:00:00,2,2,1,2
2019-03-12 04:00:00,0,0,0,0
2019-03-12 05:00:00,2,2,1,3
2019-03-12 06:00:00,1,1,1,1
2019-03-12 07:00:00,3,3,1,34
2019-03-12 08:00:00,6,6,2,13
2019-03-12 09:00:00,16,17,4,42
2019-03-12 10:00:00,13,13,4,55
2019-03-12 11:00:00,13,13,6,50
2019-03-12 12:00:00,8,7,2,31
2019-03-12 13:00:00,11,10,4,35
2019-03-12 14:00:00,15,15,1,111
2019-03-12 15:00:00,30,36,8,251
2019-03-12 16:00:00,28,28,7,130
2019-03-12 17:00:00,19,17,9,91
2019-03-12 18:00:00,17,18,7,121
2019-03-12 19:00:00,22,21,1,61
2019-03-12 20:00:00,5,4,1,25
2019-03-12 21:00:00,5,5,1,10
2019-03-12 22:00:00,13,15,6,104
2019-03-12 23:00:00,11,13,4,102
2019-03-13 00:00:00,5,5,1,9
2019-03-13 01:00:00,5,4,3,9
2019-03-13 02:00:00,3,3,1,17
2019-03-13 03:00:00,1,1,1,1
2019-03-13 04:00:00,1,1,1,3
2019-03-13 05:00:00,4,3,3,31
2019-03-13 06:00:00,2,1,0,6
2019-03-13 07:00:00,4,4,2,22
2019-03-13 08:00:00,6,6,4,22
2019-03-13 09:00:00,8,9,3,32
2019-03-13 10:00:00,8,7,3,21
2019-03-13 11:00:00,11,9,2,153
2019-03-13 12:00:00,16,14,2,122
2019-03-13 13:00:00,17,16,5,94
2019-03-13 14:00:00,12,15,6,153
2019-03-13 15:00:00,17,17,4,89
2019-03-13 16:00:00,11,10,2,63
2019-03-13 17:00:00,14,15,4,47
2019-03-13 18:00:00,13,13,4,38
2019-03-13 19:00:00,7,7,2,28
2019-03-13 20:00:00,9,8,3,21
2019-03-13 21:00:00,18,18,6,37
2019-03-13 22:00:00,13,12,3,61
2019-03-13 23:00:00,9,10,2,63
2019-03-14 00:00:00,11,13,2,46
2019-03-14 01:00:00,5,5,1,31
2019-03-14 02:00:00,2,2,1,6
2019-03-14 03:00:00,1,1,0,1
2019-03-14 04:00:00,1,1,0,2
2019-03-14 05:00:00,2,1,0,19
2019-03-14 06:00:00,1,1,0,1
2019-03-14 07:00:00,3,3,1,12
2019-03-14 08:00:00,9,15,3,79
2019-03-14 09:00:00,10,9,2,62
2019-03-14 10:00:00,18,17,3,54
2019-03-14 11:00:00,11,10,2,73
2019-03-14 12:00:00,10,12,4,95
2019-03-14 13:00:00,22,24,3,94
2019-03-14 14:00:00,20,20,7,207
2019-03-14 15:00:00,28,30,12,160
2019-03-14 16:00:00,8,8,4,15
2019-03-14 17:00:00,24,26,4,213
2019-03-14 18:00:00,14,10,2,222
2019-03-14 19:00:00,9,9,1,112
2019-03-14 20:00:00,14,14,6,125
2019-03-14 21:00:00,6,5,0,14
2019-03-14 22:00:00,6,5,1,99
2019-03-14 23:00:00,9,9,3,177
2019-03-15 00:00:00,7,8,2,211
2019-03-15 01:00:00,4,4,0,507
2019-03-15 02:00:00,3,2,0,54
2019-03-15 03:00:00,3,3,0,17
2019-03-15 04:00:00,0,0,0,0
2019-03-15 05:00:00,0,0,0,0
2019-03-15 06:00:00,2,2,0,2
2019-03-15 07:00:00,2,2,0,5
2019-03-15 08:00:00,4,5,1,86
2019-03-15 09:00:00,14,14,4,263
2019-03-15 10:00:00,17,15,3,113
2019-03-15 11:00:00,15,13,5,112
2019-03-15 12:00:00,13,11,2,156
2019-03-15 13:00:00,11,13,4,95
2019-03-15 14:00:00,24,22,11,192
2019-03-15 15:00:00,17,15,3,182
2019-03-15 16:00:00,16,15,5,312
2019-03-15 17:00:00,17,17,6,175
2019-03-15 18:00:00,15,14,2,50
2019-03-15 19:00:00,13,10,6,45
2019-03-15 20:00:00,15,19,6,141
2019-03-15 21:00:00,10,7,3,110
2019-03-15 22:00:00,14,14,8,116
2019-03-15 23:00:00,8,10,3,52
2019-03-16 00:00:00,7,9,2,30
2019-03-16 01:00:00,4,4,2,34
2019-03-16 02:00:00,4,5,2,10
2019-03-16 03:00:00,1,1,0,2
2019-03-16 04:00:00,1,1,1,1
2019-03-16 05:00:00,3,3,1,5
2019-03-16 06:00:00,4,4,3,10
2019-03-16 07:00:00,2,2,1,3
2019-03-16 08:00:00,3,3,1,24
2019-03-16 09:00:00,5,5,4,20
2019-03-16 10:00:00,12,13,6,49
2019-03-16 11:00:00,6,6,2,38
2019-03-16 12:00:00,9,10,3,54
2019-03-16 13:00:00,32,34,19,180
2019-03-16 14:00:00,18,20,9,127
2019-03-16 15:00:00,7,8,3,34
2019-03-16 16:00:00,9,9,4,21
2019-03-16 17:00:00,12,12,5,38
2019-03-16 18:00:00,10,9,1,51
2019-03-16 19:00:00,9,9,2,31
2019-03-16 20:00:00,12,14,4,105
2019-03-16 21:00:00,9,8,4,22
2019-03-16 22:00:00,7,7,4,40
2019-03-16 23:00:00,7,7,4,10
2019-03-17 00:00:00,4,4,2,10
2019-03-17 01:00:00,1,1,0,2
2019-03-17 02:00:00,2,2,1,3
2019-03-17 03:00:00,1,1,1,3
2019-03-17 04:00:00,2,2,2,4
2019-03-17 05:00:00,0,0,0,0
2019-03-17 06:00:00,0,0,0,0
2019-03-17 07:00:00,1,1,0,8
2019-03-17 08:00:00,1,1,0,1
2019-03-17 09:00:00,4,4,2,10
2019-03-17 10:00:00,5,6,3,28
2019-03-17 11:00:00,2,2,0,19
2019-03-17 12:00:00,4,4,0,4
2019-03-17 13:00:00,4,4,3,33
2019-03-17 14:00:00,7,5,1,15
2019-03-17 15:00:00,4,6,0,30
2019-03-17 16:00:00,13,15,3,66
2019-03-17 17:00:00,14,13,2,69
2019-03-17 18:00:00,4,4,2,22
2019-03-17 19:00:00,6,6,3,44
2019-03-17 20:00:00,8,9,2,73
2019-03-17 21:00:00,8,9,1,62
2019-03-17 22:00:00,9,9,4,32
2019-03-17 23:00:00,11,11,5,45
2019-03-18 00:00:00,7,7,2,32
2019-03-18 01:00:00,4,4,0,6
2019-03-18 02:00:00,1,1,0,21
2019-03-18 03:00:00,3,3,2,46
2019-03-18 04:00:00,0,0,0,0
2019-03-18 05:00:00,0,0,0,0
2019-03-18 06:00:00,1,1,1,1
2019-03-18 07:00:00,1,1,1,1
2019-03-18 08:00:00,4,4,2,13
2019-03-18 09:00:00,20,23,11,97
2019-03-18 10:00:00,23,25,8,162
2019-03-18 11:00:00,14,10,2,76
2019-03-18 12:00:00,16,15,1,66
2019-03-18 13:00:00,12,11,2,44
2019-03-18 14:00:00,10,10,2,51
2019-03-18 15:00:00,19,18,6,184
2019-03-18 16:00:00,16,15,1,70
2019-03-18 17:00:00,17,18,6,109
2019-03-18 18:00:00,11,11,4,28
2019-03-18 19:00:00,21,23,8,61
2019-03-18 20:00:00,19,14,10,161
2019-03-18 21:00:00,12,13,6,41
2019-03-18 22:00:00,10,12,6,51
2019-03-18 23:00:00,11,8,3,74
2019-03-19 00:00:00,13,14,1,145
2019-03-19 01:00:00,6,5,2,82
2019-03-19 02:00:00,4,5,1,55
2019-03-19 03:00:00,2,2,1,7
2019-03-19 04:00:00,1,1,1,1
2019-03-19 05:00:00,0,0,0,0
2019-03-19 06:00:00,0,0,0,0
2019-03-19 07:00:00,2,2,0,6
2019-03-19 08:00:00,9,9,6,28
2019-03-19 09:00:00,7,6,4,15
2019-03-19 10:00:00,31,32,20,122
2019-03-19 11:00:00,18,19,6,111
2019-03-19 12:00:00,19,17,7,84
2019-03-19 13:00:00,23,19,6,135
2019-03-19 14:00:00,24,27,11,130
2019-03-19 15:00:00,18,18,6,118
2019-03-19 16:00:00,24,19,7,131
2019-03-19 17:00:00,24,35,13,277
2019-03-19 18:00:00,14,15,3,73
2019-03-19 19:00:00,19,18,11,130
2019-03-19 20:00:00,27,25,14,185
2019-03-19 21:00:00,16,13,6,123
2019-03-19 22:00:00,8,8,2,79
2019-03-19 23:00:00,12,12,3,55
2019-03-20 00:00:00,7,7,3,387
2019-03-20 01:00:00,5,4,2,55
2019-03-20 02:00:00,4,4,1,19
2019-03-20 03:00:00,1,1,0,3
2019-03-20 04:00:00,1,1,1,2
2019-03-20 05:00:00,5,5,5,5
2019-03-20 06:00:00,1,1,0,3
2019-03-20 07:00:00,4,4,3,12
2019-03-20 08:00:00,4,5,0,7
2019-03-20 09:00:00,14,15,9,39
2019-03-20 10:00:00,13,16,4,125
2019-03-20 11:00:00,15,14,3,193
2019-03-20 12:00:00,14,14,0,96
2019-03-20 13:00:00,17,16,2,103
2019-03-20 14:00:00,16,18,4,184
2019-03-20 15:00:00,25,27,8,127
2019-03-20 16:00:00,31,33,10,317
2019-03-20 17:00:00,32,31,13,181
2019-03-20 18:00:00,12,9,2,58
2019-03-20 19:00:00,11,13,5,48
2019-03-20 20:00:00,6,7,1,27
2019-03-20 21:00:00,11,11,1,35
2019-03-20 22:00:00,8,7,1,43
2019-03-20 23:00:00,9,9,0,21
2019-03-21 00:00:00,4,4,1,21
2019-03-21 01:00:00,3,4,0,16
2019-03-21 02:00:00,3,2,0,15
2019-03-21 03:00:00,1,1,0,1
2019-03-21 04:00:00,0,0,0,0
2019-03-21 05:00:00,0,0,0,0
2019-03-21 06:00:00,1,1,0,3
2019-03-21 07:00:00,2,2,2,6
2019-03-21 08:00:00,4,4,3,47
2019-03-21 09:00:00,12,12,1,73
2019-03-21 10:00:00,17,18,8,72
2019-03-21 11:00:00,26,31,14,218
2019-03-21 12:00:00,10,11,0,126
2019-03-21 13:00:00,19,19,8,163
2019-03-21 14:00:00,31,34,16,212
2019-03-21 15:00:00,17,15,5,50
2019-03-21 16:00:00,14,17,2,128
2019-03-21 17:00:00,27,31,13,126
2019-03-21 18:00:00,18,17,7,74
2019-03-21 19:00:00,11,11,2,64
2019-03-21 20:00:00,17,15,6,55
2019-03-21 21:00:00,6,7,2,33
2019-03-21 22:00:00,9,10,1,44
2019-03-21 23:00:00,13,13,2,72
2019-03-22 00:00:00,11,11,8,18
2019-03-22 01:00:00,5,4,2,45
2019-03-22 02:00:00,2,2,1,15
2019-03-22 03:00:00,0,0,0,0
2019-03-22 04:00:00,2,2,1,5
2019-03-22 05:00:00,1,1,0,1
2019-03-22 06:00:00,3,3,2,4
2019-03-22 07:00:00,1,1,0,3
2019-03-22 08:00:00,4,4,3,25
2019-03-22 09:00:00,7,7,2,25
2019-03-22 10:00:00,13,14,6,53
2019-03-22 11:00:00,13,12,4,71
2019-03-22 12:00:00,7,5,2,25
2019-03-22 13:00:00,12,12,1,75
2019-03-22 14:00:00,13,14,5,105
2019-03-22 15:00:00,12,11,3,59
2019-03-22 16:00:00,10,10,4,44
2019-03-22 17:00:00,14,15,4,82
2019-03-22 18:00:00,6,7,1,38
2019-03-22 19:00:00,7,6,3,23
2019-03-22 20:00:00,7,7,2,78
2019-03-22 21:00:00,8,8,2,37
2019-03-22 22:00:00,8,8,4,29
2019-03-22 23:00:00,10,12,2,59
2019-03-23 00:00:00,21,22,17,56
2019-03-23 01:00:00,13,14,8,48
2019-03-23 02:00:00,4,4,2,10
2019-03-23 03:00:00,1,2,0,9
2019-03-23 04:00:00,3,3,3,6
2019-03-23 05:00:00,0,0,0,0
2019-03-23 06:00:00,3,3,2,4
2019-03-23 07:00:00,5,4,2,12
2019-03-23 08:00:00,4,4,2,37
2019-03-23 09:00:00,14,17,7,102
2019-03-23 10:00:00,15,11,4,92
2019-03-23 11:00:00,10,9,2,60
2019-03-23 12:00:00,4,5,0,20
2019-03-23 13:00:00,6,6,2,26
2019-03-23 14:00:00,10,10,6,33
2019-03-23 15:00:00,18,20,8,87
2019-03-23 16:00:00,10,10,4,43
2019-03-23 17:00:00,10,11,3,58
2019-03-23 18:00:00,7,7,2,41
2019-03-23 19:00:00,9,9,5,39
2019-03-23 20:00:00,11,10,2,75
2019-03-23 21:00:00,12,12,3,64
2019-03-23 22:00:00,15,17,5,76
2019-03-23 23:00:00,10,9,5,305
2019-03-24 00:00:00,7,8,1,110
2019-03-24 01:00:00,8,7,2,138
2019-03-24 02:00:00,6,5,2,47
2019-03-24 03:00:00,6,6,3,35
2019-03-24 04:00:00,1,1,0,1
2019-03-24 05:00:00,1,1,1,5
2019-03-24 06:00:00,3,3,3,3
2019-03-24 07:00:00,4,4,2,11
2019-03-24 08:00:00,2,1,0,20
2019-03-24 09:00:00,5,7,1,64
2019-03-24 10:00:00,8,7,0,70
2019-03-24 11:00:00,10,9,0,51
2019-03-24 12:00:00,8,10,2,53
2019-03-24 13:00:00,13,14,3,174
2019-03-24 14:00:00,10,14,4,89
2019-03-24 15:00:00,12,10,3,69
2019-03-24 16:00:00,11,11,2,55
2019-03-24 17:00:00,14,21,5,93
2019-03-24 18:00:00,11,10,4,37
2019-03-24 19:00:00,15,16,4,64
2019-03-24 20:00:00,10,9,2,37
2019-03-24 21:00:00,14,14,3,70
2019-03-24 22:00:00,9,8,2,50
2019-03-24 23:00:00,13,12,6,163
2019-03-25 00:00:00,7,7,0,141
2019-03-25 01:00:00,6,5,2,23
2019-03-25 02:00:00,4,4,1,8
2019-03-25 03:00:00,6,6,4,40
2019-03-25 04:00:00,0,0,0,0
2019-03-25 05:00:00,1,1,1,1
2019-03-25 06:00:00,2,2,0,5
2019-03-25 07:00:00,4,4,0,27
2019-03-25 08:00:00,11,9,2,27
2019-03-25 09:00:00,18,21,6,288
2019-03-25 10:00:00,18,20,6,243
2019-03-25 11:00:00,26,25,7,212
2019-03-25 12:00:00,24,28,10,220
2019-03-25 13:00:00,22,24,8,328
2019-03-25 14:00:00,11,10,1,150
2019-03-25 15:00:00,20,19,6,304
2019-03-25 16:00:00,26,23,6,198
2019-03-25 17:00:00,22,24,4,245
2019-03-25 18:00:00,16,17,6,118
2019-03-25 19:00:00,10,10,3,38
2019-03-25 20:00:00,14,14,5,77
2019-03-25 21:00:00,9,10,3,48
2019-03-25 22:00:00,7,7,3,46
2019-03-25 23:00:00,10,9,4,73
2019-03-26 00:00:00,12,14,4,87
2019-03-26 01:00:00,5,5,0,24
2019-03-26 02:00:00,3,3,3,17
2019-03-26 03:00:00,2,2,0,9
2019-03-26 04:00:00,2,2,2,7
2019-03-26 05:00:00,1,1,0,6
2019-03-26 06:00:00,0,0,0,0
2019-03-26 07:00:00,6,6,2,16
2019-03-26 08:00:00,14,13,3,70
2019-03-26 09:00:00,15,15,3,65
2019-03-26 10:00:00,16,15,5,135
2019-03-26 11:00:00,23,22,8,201
2019-03-26 12:00:00,17,15,5,204
2019-03-26 13:00:00,20,19,7,142
2019-03-26 14:00:00,26,29,13,322
2019-03-26 15:00:00,34,33,13,223
2019-03-26 16:00:00,25,21,5,212
2019-03-26 17:00:00,21,17,7,78
2019-03-26 18:00:00,15,14,4,92
2019-03-26 19:00:00,17,16,6,98
2019-03-26 20:00:00,21,21,5,144
2019-03-26 21:00:00,14,12,3,91
2019-03-26 22:00:00,16,15,5,115
2019-03-26 23:00:00,16,18,4,124
2019-03-27 00:00:00,32,36,16,158
2019-03-27 01:00:00,26,24,17,80
2019-03-27 02:00:00,10,10,4,56
2019-03-27 03:00:00,3,3,2,9
2019-03-27 04:00:00,6,6,3,8
2019-03-27 05:00:00,3,2,1,22
2019-03-27 06:00:00,6,6,6,15
2019-03-27 07:00:00,9,9,4,16
2019-03-27 08:00:00,14,14,7,47
2019-03-27 09:00:00,25,27,11,88
2019-03-27 10:00:00,26,27,9,114
2019-03-27 11:00:00,34,36,18,258
2019-03-27 12:00:00,19,18,5,132
2019-03-27 13:00:00,19,21,4,254
2019-03-27 14:00:00,33,35,13,318
2019-03-27 15:00:00,25,26,1,261
2019-03-27 16:00:00,26,24,5,342
2019-03-27 17:00:00,22,25,6,359
2019-03-27 18:00:00,21,23,5,206
2019-03-27 19:00:00,26,31,6,388
2019-03-27 20:00:00,32,33,11,521
2019-03-27 21:00:00,53,45,24,239
2019-03-27 22:00:00,39,39,14,190
2019-03-27 23:00:00,29,32,10,257
2019-03-28 00:00:00,24,28,5,228
2019-03-28 01:00:00,9,7,2,113
2019-03-28 02:00:00,9,7,1,88
2019-03-28 03:00:00,1,0,0,3
2019-03-28 04:00:00,1,1,1,8
2019-03-28 05:00:00,3,2,1,12
