USD/NTD,EUR/USD,USD/JPY,GBP/USD,AUD/USD,USD/HKD
30.267,1.3033,76.69,1.56395,1.0355,7.76935
30.269,1.29205,76.73,1.55995,1.03235,7.7659
30.205,1.27745,77.215,1.54895,1.02235,7.76635
30.236,1.2708,76.935,1.54255,1.01715,7.7647
30.057,1.2787,76.79,1.54825,1.0309,7.7683
29.94,1.27405,76.93,1.54535,1.0279,7.7682
29.957,1.27185,76.865,1.5321,1.03025,7.768
29.97,1.28345,76.77,1.53485,1.03255,7.7681
30.007,1.26445,76.835,1.5309,1.02865,7.7683
30.002,1.27265,76.71,1.5365,1.03785,7.7674
29.947,1.27745,76.685,1.53475,1.03905,7.7628
29.74,1.3178,76.66,1.57105,1.05905,7.7568
29.625,1.31835,76.24,1.57335,1.0622,7.7563
29.634,1.30655,76.2,1.57505,1.06045,7.7567
29.519,1.31705,76.145,1.5844,1.07175,7.7549
29.527,1.3139,76.18,1.58165,1.06855,7.7565
29.473,1.31505,76.59,1.58185,1.0771,7.754
29.559,1.30865,76.785,1.57755,1.07205,7.7551
29.588,1.3104,76.72,1.5806,1.07855,7.754
29.511,1.32555,77.055,1.59035,1.08045,7.7537
29.464,1.32755,77.195,1.5826,1.0809,7.7553
29.496,1.3265,77.64,1.57895,1.0717,7.7562
29.498,1.3256,77.595,1.5794,1.0746,7.7557
29.566,1.3161,77.875,1.57085,1.0682,7.7543
29.532,1.317,78.495,1.57235,1.0749,7.7542
29.563,1.3015,78.455,1.5667,1.06605,7.7549
29.557,1.31305,79.07,1.5806,1.07745,7.7549
29.539,1.3211,79.515,1.58725,1.07725,7.7539
29.571,1.3268,79.745,1.58515,1.0727,7.7552
29.562,1.32285,80.065,1.578,1.06575,7.7547
29.588,1.3259,80.18,1.56715,1.065,7.7559
29.551,1.3373,80.345,1.57465,1.0743,7.7549
29.489,1.348,80.465,1.5932,1.08085,7.75475
29.401,1.3351,80.9,1.59285,1.0757,7.7553
29.437,1.33045,81.43,1.59445,1.07925,7.7557
29.43,1.3194,81.805,1.5832,1.07305,7.75875
29.484,1.31885,81.385,1.5818,1.07065,7.7606
29.52,1.31955,81.38,1.5852,1.06135,7.7629
29.538,1.31415,80.685,1.57335,1.05445,7.7629
29.49,1.3172,81.26,1.57515,1.06065,7.7631
29.469,1.32655,81.825,1.5823,1.06575,7.7577
29.506,1.309,82.275,1.5663,1.05335,7.758
29.481,1.316,82.035,1.56495,1.0545,7.7592
29.508,1.30665,83.235,1.56815,1.05455,7.7611
29.548,1.30255,84.055,1.56475,1.04555,7.7621
29.519,1.3088,83.46,1.57165,1.05365,7.7621
29.509,1.3168,83.415,1.5841,1.06015,7.7621
29.516,1.3232,83.435,1.58715,1.0566,7.7629
29.549,1.32715,83.665,1.58755,1.04835,7.7638
29.54,1.3236,83.33,1.58695,1.041,7.7637
29.56,1.3202,82.815,1.58165,1.03865,7.7669
29.6,1.32545,82.695,1.5856,1.04455,7.7682
29.575,1.33525,82.875,1.59625,1.05215,7.7669
29.55,1.3334,82.93,1.5961,1.04355,7.76325
29.561,1.33155,82.685,1.59115,1.036,7.76505
29.55,1.33635,82.03,1.59895,1.04085,7.7643
29.487,1.3341,83.115,1.5991,1.0404,7.7647
29.472,1.33385,82.085,1.60315,1.04075,7.76515
29.492,1.3154,82.245,1.59015,1.02985,7.7654
29.489,1.307,82.275,1.5865,1.03155,7.76535
29.54,1.3068,81.43,1.5868,1.02845,7.7661
29.515,1.31115,81.315,1.59175,1.03085,7.76535
29.532,1.31005,80.84,1.58855,1.0288,7.7648
29.517,1.31425,80.925,1.59285,1.03835,7.7638
29.503,1.3171,81.03,1.5945,1.03935,7.76235
29.522,1.30285,80.53,1.5828,1.0323,7.759
29.514,1.3111,80.435,1.58725,1.0317,7.7629
29.5,1.31165,81.385,1.59275,1.04045,7.76055
29.5,1.31165,81.42,1.6026,1.03595,7.7604
29.502,1.3143,81.54,1.6058,1.03315,7.76185
29.48,1.31935,81.285,1.61185,1.0343,7.76065
29.497,1.31575,80.88,1.61245,1.02615,7.76055
29.479,1.31945,81.405,1.61415,1.03115,7.7595
29.389,1.3221,81.175,1.61715,1.03735,7.7589
29.244,1.3189,80.915,1.61735,1.037,7.75885
29.246,1.32515,80.12,1.62845,1.04525,7.75845
29.146,1.3224,80.385,1.62285,1.03485,7.75775
29.222,1.3147,80.205,1.61935,1.0307,7.7596
29.234,1.315,80.175,1.6187,1.0258,7.7601
29.324,1.298,79.77,1.6117,1.01405,7.7629
29.31,1.3034,80.005,1.61745,1.01895,7.76205
29.363,1.2978,79.745,1.61445,1.00675,7.7615
29.352,1.29465,79.665,1.6139,1.01025,7.7626
29.372,1.29235,79.85,1.61225,1.0069,7.7641
29.478,1.28945,79.995,1.60665,1.00195,7.76475
29.527,1.28245,79.885,1.6089,0.99795,7.7659
29.588,1.27205,80.38,1.597,0.99125,7.7691
29.51,1.27395,80.275,1.5913,0.99515,7.7681
29.605,1.2655,79.255,1.57325,0.97985,7.7689
29.554,1.27835,79.205,1.5823,0.9844,7.7647
29.519,1.27885,79.46,1.5816,0.99105,7.76425
29.545,1.2668,79.61,1.575,0.97615,7.7657
29.558,1.2576,79.505,1.56825,0.9758,7.76265
29.63,1.25345,79.68,1.56505,0.97405,7.76195
29.577,1.2596,79.41,1.57035,0.98615,7.7613
29.614,1.254,79.525,1.568,0.98655,7.76245
29.703,1.24635,79.475,1.56115,0.97885,7.76315
29.859,1.2393,78.785,1.5479,0.972,7.76435
29.894,1.236,78.465,1.53795,0.96955,7.76175
30.039,1.24075,78.17,1.5366,0.96545,7.7605
29.983,1.252,78.355,1.5398,0.9785,7.75865
29.882,1.24955,78.83,1.542,0.98465,7.7582
29.87,1.25665,79.395,1.5473,0.996,7.7584
29.929,1.25245,79.295,1.54855,0.9866,7.75795
29.904,1.26405,79.63,1.55565,0.9981,7.75775
29.952,1.2496,79.485,1.5495,0.98995,7.75925
29.969,1.2495,79.645,1.55515,0.9946,7.75825
29.946,1.25875,79.425,1.55255,0.99635,7.75845
29.896,1.26385,78.845,1.55485,1.002,7.7584
29.859,1.2705,79.21,1.57015,1.01145,7.7584
29.866,1.26055,78.985,1.5689,1.01255,7.75905
29.863,1.26755,78.915,1.57275,1.0186,7.7588
29.844,1.2674,79.635,1.5682,1.01585,7.75915
29.929,1.25545,80.41,1.56115,1.00515,7.75975
29.958,1.25285,80.225,1.5586,1.00295,7.75955
29.961,1.25,79.635,1.55745,1.00195,7.75845
29.9,1.25025,79.46,1.5638,1.00645,7.75905
29.891,1.2519,79.435,1.55965,1.01225,7.7582
29.885,1.2579,79.315,1.56075,1.01535,7.7566
29.859,1.2624,79.63,1.5667,1.02285,7.75665
29.864,1.25965,79.725,1.56985,1.02595,7.7551
29.818,1.2592,79.77,1.5678,1.02925,7.75415
29.862,1.25235,79.805,1.55925,1.02565,7.7546
29.905,1.23825,79.925,1.55285,1.02555,7.7537
29.93,1.2291,79.725,1.5492,1.01865,7.7534
29.947,1.22875,79.51,1.55035,1.01735,7.7548
29.946,1.2264,79.365,1.55205,1.02095,7.7542
29.962,1.22395,79.54,1.55095,1.01845,7.75475
29.984,1.22065,79.295,1.54405,1.01735,7.7559
29.984,1.22385,79.11,1.55675,1.02285,7.75645
29.96,1.22875,78.925,1.5658,1.02975,7.75655
29.973,1.2277,78.945,1.5646,1.0304,7.75695
29.974,1.22815,78.545,1.56555,1.0387,7.7559
29.975,1.22545,78.62,1.57035,1.03985,7.7561
30.027,1.21155,78.175,1.558,1.03195,7.7564
30.095,1.21215,78.31,1.5522,1.03,7.75745
30.177,1.20715,78.13,1.551,1.0225,7.75775
30.151,1.2146,78.19,1.5486,1.034,7.75735
30.082,1.22885,78.23,1.5682,1.0418,7.75735
30.04,1.22935,78.34,1.5724,1.04655,7.75585
30.025,1.22815,78.265,1.57225,1.05295,7.7543
29.96,1.22995,78.105,1.56655,1.04965,7.75385
30.007,1.21865,78.19,1.5522,1.0482,7.75455
29.929,1.23945,78.46,1.56235,1.05705,7.75445
29.94,1.23885,78.28,1.5581,1.05785,7.75485
29.965,1.23955,78.55,1.56145,1.05475,7.75495
29.926,1.23795,78.505,1.5672,1.06005,7.7564
29.957,1.22915,78.58,1.5623,1.05165,7.75635
29.98,1.2291,78.28,1.56725,1.05565,7.7565
29.959,1.23585,78.43,1.56935,1.0512,7.75675
29.962,1.2324,78.79,1.5671,1.04745,7.7567
29.987,1.22815,79.345,1.5666,1.0484,7.7569
29.991,1.23515,79.365,1.5704,1.0475,7.75685
30.003,1.2331,79.48,1.5691,1.045,7.7567
29.963,1.2356,79.31,1.57255,1.04795,7.75665
29.964,1.2467,79.27,1.57885,1.04485,7.75675
29.941,1.25385,78.54,1.5899,1.05125,7.7561
29.953,1.25575,78.605,1.5858,1.04315,7.75635
29.947,1.25085,78.75,1.581,1.0387,7.7562
29.959,1.2485,78.51,1.5788,1.03535,7.7558
29.936,1.25635,78.59,1.58175,1.0369,7.7563
29.934,1.25425,78.61,1.58265,1.03315,7.75635
29.942,1.25035,78.46,1.57865,1.0294,7.7561
29.884,1.2577,78.305,1.58685,1.0269,7.75625
29.825,1.26155,78.39,1.58875,1.02685,7.7564
29.849,1.25325,78.38,1.58625,1.0196,7.7563
29.839,1.2606,78.43,1.5902,1.0221,7.7569
29.809,1.26395,78.92,1.59345,1.03275,7.7563
29.674,1.27885,78.23,1.59985,1.03605,7.7553
29.7,1.2766,78.23,1.6004,1.0328,7.7546
29.603,1.2874,77.9,1.6075,1.0479,7.75455
29.589,1.29235,77.695,1.61145,1.0483,7.7553
29.463,1.30235,77.595,1.6193,1.05745,7.75335
29.27,1.31365,78.35,1.62235,1.05395,7.75215
29.332,1.30925,78.66,1.6241,1.0455,7.7525
29.351,1.30705,79.18,1.6254,1.04625,7.75235
29.327,1.29935,78.11,1.6193,1.04035,7.75295
29.335,1.2995,78.19,1.6259,1.0476,7.7525
29.351,1.29485,78.06,1.6217,1.04205,7.7529
29.336,1.2917,77.77,1.623,1.043,7.7528
29.375,1.2879,77.75,1.61715,1.0352,7.7537
29.382,1.2898,77.69,1.61935,1.04245,7.7537
29.33,1.29305,77.46,1.62555,1.04575,7.75345
29.33,1.28275,77.875,1.61295,1.0342,7.7543
29.28,1.28885,78.1,1.61335,1.0365,7.7541
29.32,1.2897,78.24,1.61275,1.0214,7.7548
29.32,1.2931,78.6,1.6106,1.0232,7.75505
29.248,1.30145,78.38,1.6193,1.0266,7.75355
29.281,1.29865,78.58,1.6111,1.01635,7.7527
29.293,1.29865,78.38,1.60415,1.0229,7.75245
29.298,1.28685,78.035,1.60175,1.02735,7.7522
29.27,1.29335,78.36,1.6035,1.0276,7.75205
29.27,1.2909,78.57,1.60355,1.0222,7.752
29.225,1.2968,78.87,1.6073,1.0265,7.75085
29.167,1.30955,78.68,1.61245,1.03145,7.7519
29.239,1.3098,79.13,1.6128,1.03785,7.7512
29.269,1.307,79.34,1.6057,1.03645,7.7504
29.256,1.3053,79.555,1.60275,1.0325,7.75055
29.266,1.3055,79.945,1.6011,1.03215,7.7501
29.278,1.29825,79.78,1.59485,1.03115,7.7502
29.27,1.29895,80.08,1.6051,1.03655,7.75045
29.264,1.29375,80.095,1.6116,1.0317,7.7503
29.258,1.2928,79.66,1.60825,1.03555,7.7505
29.255,1.29035,79.945,1.6036,1.03455,7.7502
29.264,1.2959,79.615,1.60845,1.03775,7.7501
29.234,1.2957,80.035,1.61285,1.03675,7.7501
29.225,1.29285,80.25,1.6106,1.0395,7.7501
29.245,1.28305,80.425,1.6031,1.0363,7.7503
29.232,1.27885,80.03,1.5988,1.0429,7.7501
29.189,1.28625,80.045,1.60295,1.0453,7.7505
29.123,1.27535,79.92,1.5979,1.041,7.7505
29.04,1.2789,79.54,1.60165,1.04325,7.75095
29.0,1.27305,79.49,1.5911,1.04205,7.75095
29.05,1.26845,79.305,1.5864,1.0404,7.75045
29.034,1.27215,79.51,1.58835,1.0452,7.7505
29.079,1.27325,80.8,1.58465,1.03605,7.75095
29.13,1.2772,81.045,1.58605,1.03245,7.75215
29.145,1.2762,81.18,1.59165,1.03735,7.75185
29.107,1.2798,81.29,1.5918,1.04095,7.7515
29.16,1.27535,81.83,1.5906,1.03525,7.7505
29.133,1.2844,82.435,1.5958,1.0382,7.75095
29.147,1.28835,82.27,1.59465,1.03955,7.75095
29.114,1.2956,82.36,1.602,1.04535,7.75015
29.094,1.2986,82.205,1.60365,1.0483,7.75005
29.127,1.2925,81.85,1.60045,1.045,7.75025
29.128,1.2955,82.135,1.60185,1.04755,7.75025
29.082,1.2997,82.45,1.60455,1.04285,7.75015
29.03,1.30355,82.36,1.6038,1.04105,7.75005
29.07,1.30555,82.075,1.6095,1.044,7.75005
29.063,1.31145,82.225,1.61155,1.04745,7.75005
29.074,1.3057,82.49,1.6088,1.04575,7.75005
29.06,1.29685,82.475,1.60535,1.04785,7.75015
29.088,1.29,82.42,1.60215,1.04745,7.75
29.083,1.2953,82.335,1.60855,1.04825,7.75035
29.069,1.30015,82.64,1.61115,1.0527,7.75005
29.058,1.30875,83.595,1.6143,1.0552,7.75005
29.053,1.30925,83.895,1.61185,1.05435,7.75
29.055,1.316,84.11,1.61705,1.05425,7.75
29.051,1.3171,84.005,1.62145,1.0538,7.7503
29.044,1.3249,84.31,1.62615,1.0516,7.75025
29.046,1.3211,84.005,1.62525,1.04795,7.75
29.053,1.32,83.955,1.62475,1.0451,7.75005
29.04,1.31925,84.235,1.61725,1.04075,7.75
29.053,1.31805,84.39,1.61715,1.0402,7.7501
29.046,1.3185,84.825,1.6138,1.03705,7.75065
29.039,1.31815,85.28,1.6124,1.03675,7.7505
29.042,1.32265,85.815,1.6136,1.03555,7.75125
29.136,1.32445,86.455,1.61205,1.03755,7.75175
29.136,1.32625,87.2,1.63205,1.04705,7.75195
29.002,1.3136,87.255,1.62185,1.04855,7.75195
29.001,1.3037,87.76,1.6074,1.0442,7.75175
29.003,1.30405,87.855,1.60315,1.04705,7.75085
29.014,1.3128,87.545,1.6112,1.04835,7.75185
29.028,1.30805,87.48,1.60495,1.05055,7.75175
28.991,1.30435,88.165,1.6009,1.055,7.75155
28.947,1.32625,89.095,1.615,1.05825,7.75275
28.95,1.33905,89.555,1.61405,1.0558,7.7525
28.951,1.33605,89.015,1.60765,1.05475,7.75285
28.973,1.3285,88.095,1.60545,1.05485,7.75285
28.981,1.32805,88.3,1.5996,1.04995,7.75295
28.95,1.3382,89.945,1.59855,1.05255,7.75245
28.954,1.33185,89.575,1.5867,1.05115,7.75325
28.992,1.33465,89.18,1.58565,1.05505,7.7535
28.998,1.3313,88.28,1.58295,1.05365,7.75355
29.022,1.33145,89.185,1.58315,1.05195,7.75305
29.17,1.3362,90.465,1.5774,1.04515,7.75415
29.435,1.34635,91.03,1.57635,1.04145,7.7555
29.629,1.3453,90.745,1.5706,1.04435,7.75785
29.554,1.3486,90.865,1.5744,1.04735,7.75825
29.549,1.3572,90.92,1.58075,1.0396,7.758
29.604,1.3624,92.15,1.58765,1.0394,7.75695
29.562,1.3626,92.685,1.57025,1.04345,7.75535
29.518,1.34845,92.38,1.5762,1.04045,7.75475
29.488,1.35785,93.94,1.56555,1.03475,7.754
29.651,1.33375,93.995,1.5488,1.02905,7.75535
29.574,1.3351,93.685,1.5472,1.03215,7.75505
29.55,1.34095,93.235,1.5435,1.036,7.75455
29.616,1.3254,93.5,1.5154,1.02375,7.75585
29.604,1.3211,93.265,1.52895,1.03105,7.75605
29.602,1.3192,93.405,1.51655,1.03205,7.75655
29.672,1.31925,94.09,1.51245,1.02805,7.75665
29.676,1.30525,91.985,1.52075,1.02765,7.75695
29.649,1.3056,91.78,1.5106,1.02195,7.75775
29.606,1.30795,92.605,1.5179,1.02315,7.75495
29.67,1.30205,93.42,1.5038,1.01295,7.7555
29.676,1.3037,92.975,1.51285,1.0246,7.75575
29.615,1.30625,93.195,1.51385,1.02835,7.756
29.632,1.29925,93.9,1.49975,1.02485,7.75645
29.651,1.3093,95.37,1.49955,1.0246,7.75715
29.681,1.3,96.055,1.49235,1.02215,7.757
29.674,1.30265,96.475,1.48935,1.02815,7.75635
29.672,1.30385,95.625,1.494,1.0312,7.75755
29.69,1.2949,95.965,1.49365,1.03675,7.75775
29.715,1.3014,96.17,1.5072,1.03705,7.75825
29.745,1.28895,94.595,1.50895,1.03615,7.76045
29.733,1.29555,95.545,1.51035,1.03865,7.75965
29.791,1.287,95.035,1.50825,1.03705,7.7615
29.801,1.29445,95.83,1.5112,1.03725,7.7615
29.84,1.29075,94.7,1.51885,1.04295,7.76245
29.846,1.3039,94.805,1.5248,1.04485,7.7635
29.864,1.2868,94.235,1.51795,1.04565,7.76095
29.884,1.28445,94.775,1.51535,1.04695,7.76045
29.919,1.2793,94.055,1.51365,1.04285,7.7625
29.866,1.28225,94.08,1.5207,1.04265,7.76375
29.88,1.27895,93.84,1.5195,1.03985,7.76395
29.843,1.28615,92.765,1.52345,1.04565,7.7634
29.882,1.2807,93.53,1.50865,1.0457,7.7621
30.005,1.29845,98.53,1.53205,1.03705,7.7637
30.006,1.30475,99.205,1.52695,1.04305,7.76335
29.992,1.3075,99.14,1.53205,1.0503,7.76245
29.931,1.3068,99.635,1.53325,1.0519,7.76245
29.935,1.31185,99.505,1.53965,1.0551,7.76175
29.93,1.30765,98.085,1.5325,1.04385,7.76215
29.909,1.30755,97.43,1.53025,1.03695,7.7621
29.854,1.318,98.375,1.5359,1.03585,7.76215
29.878,1.30455,97.95,1.5245,1.02945,7.7625
29.818,1.30655,98.505,1.5295,1.03235,7.76315
29.801,1.30665,99.685,1.52315,1.02845,7.7636
29.821,1.3038,98.74,1.52575,1.02325,7.764
29.789,1.3001,99.405,1.52445,1.0246,7.76475
29.701,1.30485,99.335,1.5316,1.03155,7.764
29.609,1.30395,98.445,1.54665,1.03165,7.764
29.56,1.30465,97.73,1.55195,1.03125,7.7635
29.478,1.31165,97.81,1.5504,1.03705,7.7609
29.525,1.31675,97.135,1.5543,1.0226,7.7587
29.532,1.3071,98.0,1.55255,1.02565,7.76005
29.503,1.312,99.095,1.55835,1.02825,7.75905
29.535,1.30865,99.125,1.55455,1.01945,7.76095
29.443,1.30925,98.935,1.54785,1.01815,7.76115
29.399,1.3159,98.745,1.55395,1.02395,7.76005
29.6,1.3047,100.9,1.54515,1.0077,7.76025
29.864,1.29795,101.675,1.5357,1.0003,7.7611
29.82,1.30035,101.44,1.53145,0.99865,7.7611
29.862,1.29305,102.18,1.52275,0.9895,7.7615
29.92,1.2873,102.225,1.52335,0.98775,7.76175
29.973,1.28635,102.285,1.525,0.97575,7.76255
29.964,1.28485,102.655,1.5198,0.97845,7.7624
29.816,1.2889,102.525,1.52485,0.98185,7.76185
29.792,1.2914,102.555,1.51435,0.97785,7.76105
29.952,1.28455,102.285,1.50435,0.96355,7.7629
29.949,1.2923,101.545,1.50985,0.96875,7.76315
29.867,1.2932,101.08,1.51265,0.96335,7.76315
29.904,1.29285,101.935,1.51105,0.96475,7.76365
29.954,1.28465,102.42,1.5018,0.95575,7.76355
29.97,1.29705,100.75,1.51695,0.9688,7.76365
29.953,1.30415,100.77,1.5229,0.96525,7.76365
29.948,1.3009,100.455,1.52145,0.96195,7.76325
29.903,1.3061,99.875,1.53155,0.97255,7.76285
29.872,1.3087,99.665,1.53275,0.96355,7.7606
29.792,1.31,99.32,1.54045,0.94515,7.7612
29.67,1.32535,96.775,1.55945,0.94995,7.7615
29.819,1.3197,98.32,1.55245,0.94255,7.76265
29.922,1.32705,98.165,1.55825,0.94135,7.7636
29.941,1.3358,94.32,1.5686,0.94515,7.76515
29.88,1.3353,95.015,1.5709,0.9591,7.76345
29.88,1.33225,94.705,1.56935,0.96145,7.76115
29.91,1.3352,94.815,1.56965,0.95175,7.7587
29.91,1.33915,95.335,1.5633,0.94865,7.7575
29.962,1.32565,97.02,1.54335,0.92425,7.75645
30.067,1.32355,97.855,1.54975,0.923,7.75645
30.114,1.31025,98.56,1.53775,0.92175,7.7556
30.165,1.31165,97.445,1.54475,0.92245,7.75625
30.093,1.3071,97.77,1.54235,0.9258,7.75705
30.021,1.3033,97.7,1.53395,0.93225,7.758
30.117,1.30645,98.86,1.52695,0.9256,7.75705
29.987,1.3026,99.395,1.5222,0.91845,7.75535
30.002,1.306,99.725,1.52095,0.91805,7.75565
30.062,1.2972,100.68,1.51495,0.90935,7.7544
30.038,1.29965,99.88,1.52625,0.91195,7.75375
30.045,1.2897,100.265,1.50455,0.91375,7.75345
30.14,1.2817,101.105,1.48785,0.9051,7.755
30.102,1.2866,101.16,1.49425,0.91275,7.7566
30.062,1.27875,100.475,1.4896,0.92,7.75685
29.869,1.31255,98.52,1.5151,0.9288,7.75635
29.891,1.30795,99.03,1.51745,0.91755,7.75685
29.883,1.30725,99.265,1.5119,0.91125,7.75825
29.838,1.3084,99.765,1.51215,0.9191,7.75775
29.799,1.31415,99.36,1.5115,0.92225,7.7578
29.935,1.3092,100.15,1.5176,0.91655,7.7575
29.93,1.3141,100.06,1.52325,0.91895,7.75775
29.91,1.31545,100.0,1.52865,0.92295,7.758
29.886,1.3198,99.49,1.5369,0.92715,7.75785
29.905,1.32075,99.715,1.5361,0.92625,7.75765
29.966,1.3213,99.965,1.5337,0.9164,7.75715
29.902,1.32845,98.695,1.5397,0.9272,7.75725
29.934,1.32735,97.88,1.538,0.9253,7.75695
29.949,1.3262,98.335,1.53375,0.9078,7.75635
29.977,1.3258,98.025,1.52235,0.9037,7.7556
29.979,1.3267,98.335,1.51595,0.896,7.755
29.994,1.3209,99.55,1.5112,0.8902,7.75645
29.945,1.3278,98.78,1.52775,0.88885,7.7562
29.948,1.3256,98.3,1.5341,0.89845,7.75635
29.946,1.33,97.165,1.5333,0.8962,7.7564
29.929,1.3337,96.535,1.5499,0.9064,7.75655
29.93,1.3382,96.545,1.55395,0.91095,7.75515
29.946,1.33235,96.575,1.54855,0.9196,7.75485
29.951,1.33015,97.47,1.54585,0.91345,7.75565
29.966,1.3266,98.205,1.5446,0.9094,7.7555
29.959,1.32865,97.745,1.5518,0.9174,7.7551
29.938,1.33435,97.595,1.5622,0.91515,7.75445
29.96,1.3324,97.635,1.5622,0.9208,7.75405
29.98,1.3351,97.315,1.5648,0.90545,7.75485
29.995,1.33435,98.21,1.5596,0.89935,7.75545
29.979,1.33375,98.945,1.5578,0.9007,7.75455
29.954,1.33825,98.53,1.5571,0.90375,7.75535
29.982,1.33735,98.225,1.5577,0.8963,7.75665
29.984,1.3377,97.31,1.5521,0.8934,7.7561
29.945,1.3314,97.745,1.5525,0.89765,7.75485
29.925,1.3244,98.28,1.5513,0.89405,7.7551
29.8,1.3206,98.62,1.55495,0.89665,7.75425
29.774,1.31815,99.565,1.55495,0.90415,7.75475
29.811,1.3166,99.755,1.5565,0.90925,7.75635
29.76,1.31705,99.915,1.5601,0.91535,7.75555
29.796,1.31305,99.765,1.5606,0.91295,7.75625
29.752,1.3173,99.645,1.56435,0.9195,7.7556
29.677,1.3268,99.57,1.5704,0.92735,7.75415
29.78,1.3255,100.51,1.5721,0.9286,7.75505
29.681,1.33125,99.49,1.5825,0.92535,7.7542
29.716,1.32675,99.915,1.57795,0.92355,7.75425
29.727,1.3294,99.365,1.58775,0.92455,7.75455
29.66,1.3364,98.91,1.5954,0.9328,7.75415
29.666,1.33395,99.205,1.5916,0.93105,7.7544
29.663,1.3361,99.175,1.59125,0.93525,7.7544
29.575,1.3529,99.135,1.602,0.94235,7.7538
29.573,1.3495,98.79,1.6026,0.94095,7.75325
29.591,1.3467,98.745,1.59835,0.93755,7.75335
29.569,1.3524,98.915,1.608,0.93735,7.7543
29.576,1.34925,98.585,1.6102,0.93585,7.75465
29.57,1.3497,97.93,1.616,0.9306,7.75415
29.545,1.3544,98.115,1.6237,0.93965,7.75525
29.498,1.35255,97.66,1.6181,0.93695,7.7543
29.413,1.3605,97.725,1.6234,0.9383,7.7545
29.36,1.3624,97.195,1.6171,0.94345,7.75425
29.38,1.3567,97.15,1.6027,0.94225,7.7545
29.402,1.35635,97.12,1.6067,0.9429,7.754
29.442,1.35615,97.415,1.6065,0.94335,7.7541
29.402,1.35355,98.395,1.5989,0.9469,7.7544
29.395,1.3565,98.26,1.59845,0.94695,7.75445
29.364,1.35685,98.46,1.5991,0.953,7.75465
29.418,1.3516,98.475,1.5976,0.95215,7.7544
29.393,1.3548,98.465,1.59755,0.95425,7.75435
29.389,1.3666,98.025,1.6149,0.96195,7.754
29.408,1.3677,98.03,1.61715,0.96725,7.75295
29.407,1.36705,98.32,1.6126,0.96525,7.7526
29.399,1.37695,97.355,1.6215,0.96365,7.75285
29.39,1.379,97.435,1.6192,0.96505,7.753
29.405,1.38195,97.035,1.6229,0.9612,7.75335
29.408,1.3798,97.605,1.61775,0.96005,7.75355
29.415,1.37775,97.555,1.6109,0.95125,7.7535
29.425,1.37375,98.18,1.6044,0.9489,7.75275
29.4,1.3704,98.375,1.6014,0.9492,7.7531
29.412,1.3553,97.95,1.60305,0.9474,7.753
29.421,1.3487,98.735,1.5929,0.9483,7.7525
29.396,1.3502,98.45,1.5971,0.9473,7.75155
29.412,1.3506,98.675,1.6087,0.95195,7.75205
29.414,1.3524,98.635,1.6084,0.9479,7.75165
29.418,1.34115,98.165,1.6094,0.9464,7.75155
29.482,1.3362,98.985,1.6016,0.9387,7.7524
29.565,1.33935,99.57,1.5979,0.93315,7.75325
29.593,1.34445,99.49,1.589,0.9305,7.7533
29.563,1.3468,99.675,1.6036,0.9352,7.75335
29.573,1.3454,100.12,1.60695,0.934,7.75395
29.555,1.349,100.05,1.61295,0.9403,7.75295
29.476,1.3509,99.81,1.61035,0.9386,7.75265
29.5,1.355,99.98,1.6113,0.9399,7.7516
29.575,1.34225,100.435,1.60835,0.9302,7.75185
29.578,1.3475,101.06,1.6199,0.9188,7.75245
29.594,1.35415,101.86,1.6219,0.9147,7.7528
29.592,1.3528,101.535,1.61485,0.91815,7.75245
29.605,1.35965,101.53,1.62225,0.9123,7.75215
29.6,1.35855,102.13,1.6315,0.9123,7.7524
29.608,1.36165,102.24,1.6358,0.9094,7.7527
29.572,1.36055,102.39,1.6417,0.91525,7.75255
29.599,1.35425,103.295,1.63675,0.9073,7.7522
29.586,1.35895,102.515,1.6392,0.90685,7.7526
29.6,1.36055,102.09,1.6383,0.90365,7.75365
29.579,1.36585,102.085,1.6324,0.905,7.75415
29.56,1.37055,103.055,1.6345,0.9102,7.754
29.56,1.37575,103.285,1.64615,0.91055,7.75325
29.569,1.37605,102.785,1.64395,0.91335,7.7535
29.602,1.37925,102.59,1.63605,0.9026,7.75415
29.604,1.37435,103.9,1.6334,0.8922,7.7537
29.624,1.37525,102.84,1.63005,0.8956,7.7532
29.636,1.37695,102.99,1.63185,0.8942,7.75295
29.686,1.37745,102.97,1.62845,0.8899,7.75235
29.794,1.36645,104.045,1.63745,0.8842,7.7532
29.906,1.36295,104.465,1.6357,0.88655,7.7548
29.962,1.36825,104.03,1.63505,0.8944,7.75415
30.0,1.36795,104.31,1.63445,0.8912,7.754
29.996,1.36725,104.38,1.6348,0.8923,7.7546
30.001,1.36785,104.715,1.6381,0.88845,7.7545
29.98,1.37385,104.76,1.64415,0.89085,7.75435
29.926,1.37295,105.31,1.64705,0.88515,7.7542
30.0,1.37955,105.015,1.64825,0.8935,7.75415
29.859,1.37505,105.31,1.65905,0.89145,7.75445
29.944,1.36585,104.175,1.64425,0.8975,7.7541
29.998,1.35855,104.25,1.63605,0.89535,7.7544
30.074,1.36245,104.475,1.63945,0.892,7.7543
30.085,1.36325,104.97,1.64135,0.89265,7.75435
30.103,1.35835,104.885,1.64495,0.88785,7.75445
30.02,1.36115,104.93,1.64795,0.89,7.7545
